id,name,latitude,longitude,rating,userRatingCount,priceLevel,types,formattedAddress,businessStatus,currentOpeningHours,servesCoffee,servesDessert,servesBreakfast,liveMusic,takeout,delivery,dineIn,paymentOptions,parkingOptions,accessibilityOptions,american_restaurant,amusement_center,bagel_shop,bakery,bar,breakfast_restaurant,brunch_restaurant,cafe,coffee_shop,confectionery,convenience_store,deli,dessert_shop,donut_shop,establishment,event_venue,fast_food_restaurant,food,food_court,food_store,grocery_store,hamburger_restaurant,internet_cafe,meal_takeaway,night_club,playground,point_of_interest,restaurant,sandwich_shop,store,supermarket,wholesaler,acceptsDebitCards,acceptsCashOnly,acceptsNfc,acceptsCreditCards
ChIJbxN7MgBFwokR6Liw4SpY_Bg,Starbucks,40.6044688,-73.9718457,0.7551020408163265,0.016555237185609677,0.0,coffee_shop;breakfast_restaurant;cafe;store;restaurant;food;point_of_interest;establishment,"481 Kings Hwy, Brooklyn, NY 11223, USA",OPERATIONAL,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 6, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 3}}, 'close': {'day': 0, 'hour': 20, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 3}}}, {'open': {'day': 1, 'hour': 5, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 4}}, 'close': {'day': 1, 'hour': 20, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 4}}}, {'open': {'day': 2, 'hour': 5, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 5}}, 'close': {'day': 2, 'hour': 20, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 5}}}, {'open': {'day': 3, 'hour': 5, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 6}}, 'close': {'day': 3, 'hour': 20, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 6}}}, {'open': {'day': 4, 'hour': 5, 'minute': 0, 'date': {'year': 2024, 'month': 10, 'day': 31}}, 'close': {'day': 4, 'hour': 20, 'minute': 0, 'date': {'year': 2024, 'month': 10, 'day': 31}}}, {'open': {'day': 5, 'hour': 5, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 1}}, 'close': {'day': 5, 'hour': 20, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 1}}}, {'open': {'day': 6, 'hour': 6, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 2}}, 'close': {'day': 6, 'hour': 20, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 2}}}], 'weekdayDescriptions': ['Monday: 5:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 5:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u20098:00\u202fPM']}",1,1,1,0,1,0,1,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",{},"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,False,,True
ChIJ44BtlB9FwokR3zG4d0TZ0y4,Vice Lounge,40.6056551,-73.9835091,0.8775510204081631,0.022285896211397645,0.0,bar;cafe;night_club;food;point_of_interest;establishment,"211 Kings Hwy, Brooklyn, NY 11223, USA",OPERATIONAL,"{'openNow': True, 'periods': [{'open': {'day': 1, 'hour': 18, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 4}}, 'close': {'day': 2, 'hour': 2, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 5}}}, {'open': {'day': 2, 'hour': 18, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 5}}, 'close': {'day': 3, 'hour': 2, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 6}}}, {'open': {'day': 3, 'hour': 18, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 6}}, 'close': {'day': 3, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 6}}}, {'open': {'day': 4, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 10, 'day': 31}}, 'close': {'day': 4, 'hour': 2, 'minute': 0, 'date': {'year': 2024, 'month': 10, 'day': 31}}}, {'open': {'day': 4, 'hour': 18, 'minute': 0, 'date': {'year': 2024, 'month': 10, 'day': 31}}, 'close': {'day': 5, 'hour': 2, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 1}}}, {'open': {'day': 5, 'hour': 18, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 1}}, 'close': {'day': 6, 'hour': 4, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 2}}}, {'open': {'day': 6, 'hour': 18, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 2}}, 'close': {'day': 0, 'hour': 4, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 3}}}], 'weekdayDescriptions': ['Monday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u20094:00\u202fAM', 'Saturday: 6:00\u202fPM\u2009–\u20094:00\u202fAM', 'Sunday: Closed']}",0,0,0,0,1,1,1,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",{},"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True}",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,True,False,True,True
ChIJvQUmPV5EwokRK9nwNPF4t38,Oasis Cafe,40.5910115,-73.9603775,0.9183673469387754,0.15759312320916904,1.0,cafe;restaurant;food;point_of_interest;establishment,"2689 Coney Island Ave, Brooklyn, NY 11235, USA",OPERATIONAL,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 11, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 3}}, 'close': {'day': 0, 'hour': 23, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 3}}}, {'open': {'day': 1, 'hour': 11, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 4}}, 'close': {'day': 1, 'hour': 23, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 4}}}, {'open': {'day': 2, 'hour': 11, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 5}}, 'close': {'day': 2, 'hour': 23, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 5}}}, {'open': {'day': 3, 'hour': 11, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 6}}, 'close': {'day': 3, 'hour': 23, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 6}}}, {'open': {'day': 4, 'hour': 11, 'minute': 0, 'date': {'year': 2024, 'month': 10, 'day': 31}}, 'close': {'day': 4, 'hour': 23, 'minute': 0, 'date': {'year': 2024, 'month': 10, 'day': 31}}}, {'open': {'day': 5, 'hour': 11, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 1}}, 'close': {'day': 5, 'hour': 23, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 1}}}, {'open': {'day': 6, 'hour': 11, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 2}}, 'close': {'day': 6, 'hour': 23, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 2}}}], 'weekdayDescriptions': ['Monday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200911:00\u202fPM']}",1,1,0,0,1,1,1,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",{'valetParking': False},"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,True,False,True,True
ChIJcxnXUyZFwokRsIGUJwxkiIo,N Bakery,40.5988348,-73.9575259,1.0,0.03279210442534225,0.0,bakery;cafe;store;food;point_of_interest;establishment,"1323 Avenue U, Brooklyn, NY 11229, USA",OPERATIONAL,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 9, 'minute': 30, 'date': {'year': 2024, 'month': 11, 'day': 3}}, 'close': {'day': 0, 'hour': 21, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 3}}}, {'open': {'day': 1, 'hour': 9, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 4}}, 'close': {'day': 1, 'hour': 21, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 4}}}, {'open': {'day': 2, 'hour': 9, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 5}}, 'close': {'day': 2, 'hour': 21, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 5}}}, {'open': {'day': 3, 'hour': 9, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 6}}, 'close': {'day': 3, 'hour': 21, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 6}}}, {'open': {'day': 4, 'hour': 9, 'minute': 0, 'date': {'year': 2024, 'month': 10, 'day': 31}}, 'close': {'day': 4, 'hour': 21, 'minute': 0, 'date': {'year': 2024, 'month': 10, 'day': 31}}}, {'open': {'day': 5, 'hour': 9, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 1}}, 'close': {'day': 5, 'hour': 21, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 1}}}, {'open': {'day': 6, 'hour': 9, 'minute': 30, 'date': {'year': 2024, 'month': 11, 'day': 2}}, 'close': {'day': 6, 'hour': 21, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 2}}}], 'weekdayDescriptions': ['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u20099:00\u202fPM']}",0,0,1,0,1,1,0,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",{},"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True}",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,True,False,True,True
ChIJg9QAqTO1w4kRUnBQ1E9w510,Just Fun For Kids,40.5932401,-73.9605048,1.0,0.0483922317733206,0.0,coffee_shop;playground;amusement_center;cafe;event_venue;store;food;point_of_interest;establishment,"2605 Coney Island Ave, Brooklyn, NY 11223, USA",OPERATIONAL,{},0,0,0,0,0,0,0,{},{},{'wheelchairAccessibleParking': False},0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,,
ChIJQwtmq3v2wokRNOjx5cEBhXg,Manhattanville Coffee,40.8212995,-73.9444725,0.9387755102040815,0.2317733205985355,1.0,coffee_shop;breakfast_restaurant;cafe;store;restaurant;food;point_of_interest;establishment,"142 Edgecombe Ave, New York, NY 10030, USA",OPERATIONAL,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 8, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 3}}, 'close': {'day': 0, 'hour': 17, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 3}}}, {'open': {'day': 1, 'hour': 7, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 4}}, 'close': {'day': 1, 'hour': 17, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 4}}}, {'open': {'day': 2, 'hour': 7, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 5}}, 'close': {'day': 2, 'hour': 17, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 5}}}, {'open': {'day': 3, 'hour': 7, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 6}}, 'close': {'day': 3, 'hour': 17, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 6}}}, {'open': {'day': 4, 'hour': 7, 'minute': 0, 'date': {'year': 2024, 'month': 10, 'day': 31}}, 'close': {'day': 4, 'hour': 17, 'minute': 0, 'date': {'year': 2024, 'month': 10, 'day': 31}}}, {'open': {'day': 5, 'hour': 7, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 1}}, 'close': {'day': 5, 'hour': 17, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 1}}}, {'open': {'day': 6, 'hour': 8, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 2}}, 'close': {'day': 6, 'hour': 17, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 2}}}], 'weekdayDescriptions': ['Monday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20095:00\u202fPM']}",1,1,1,0,1,1,1,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",{'valetParking': False},"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,True,False,True,True
ChIJlRWYJf1YwokRZwo1aC69WSU,Manhattan Espresso Cafe,40.7553583,-73.9721302,0.9183673469387754,0.028334925183062718,0.5,coffee_shop;sandwich_shop;cafe;dessert_shop;confectionery;bakery;food_store;restaurant;food;point_of_interest;store;establishment,"146 E 49th St, New York, NY 10017, USA",OPERATIONAL,"{'openNow': False, 'periods': [{'open': {'day': 1, 'hour': 8, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 18}}, 'close': {'day': 1, 'hour': 17, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 18}}}, {'open': {'day': 2, 'hour': 8, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 12}}, 'close': {'day': 2, 'hour': 17, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 12}}}, {'open': {'day': 3, 'hour': 8, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 13}}, 'close': {'day': 3, 'hour': 17, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 13}}}, {'open': {'day': 4, 'hour': 8, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 14}}, 'close': {'day': 4, 'hour': 17, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 14}}}, {'open': {'day': 5, 'hour': 8, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 15}}, 'close': {'day': 5, 'hour': 17, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 15}}}], 'weekdayDescriptions': ['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed'], 'nextOpenTime': '2024-11-12T13:00:00Z'}",1,1,1,0,1,1,1,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",{'valetParking': False},"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True}",0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,True,False,True,True
ChIJoeiVuf9YwokRYsfm2kqoTi0,Cafe Manhattan,40.7562507,-73.98094979999999,0.8367346938775508,0.11015600127347978,1.0,cafe;deli;breakfast_restaurant;food_store;restaurant;food;point_of_interest;store;establishment,"35 W 45th St # A, New York, NY 10036, USA",OPERATIONAL,"{'openNow': False, 'periods': [{'open': {'day': 1, 'hour': 6, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 18}}, 'close': {'day': 1, 'hour': 21, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 18}}}, {'open': {'day': 2, 'hour': 6, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 12}}, 'close': {'day': 2, 'hour': 21, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 12}}}, {'open': {'day': 3, 'hour': 6, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 13}}, 'close': {'day': 3, 'hour': 21, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 13}}}, {'open': {'day': 4, 'hour': 6, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 14}}, 'close': {'day': 4, 'hour': 21, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 14}}}, {'open': {'day': 5, 'hour': 6, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 15}}, 'close': {'day': 5, 'hour': 21, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 15}}}, {'open': {'day': 6, 'hour': 7, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 16}}, 'close': {'day': 6, 'hour': 15, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 16}}}], 'weekdayDescriptions': ['Monday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: Closed'], 'nextOpenTime': '2024-11-12T11:00:00Z'}",1,1,1,0,1,1,1,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",{'valetParking': False},"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,True,False,True,True
ChIJvcnXGhdZwokR0JfITpUXiKM,787 Coffee,40.7422456,-73.9831245,1.0,0.4915631964342566,0.0,coffee_shop;cafe;food_store;food;point_of_interest;store;establishment,"100 Lexington Ave, New York, NY 10016, USA",OPERATIONAL,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 7, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 17}}, 'close': {'day': 0, 'hour': 20, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 17}}}, {'open': {'day': 1, 'hour': 7, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 18}}, 'close': {'day': 1, 'hour': 20, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 18}}}, {'open': {'day': 2, 'hour': 7, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 12}}, 'close': {'day': 2, 'hour': 20, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 12}}}, {'open': {'day': 3, 'hour': 7, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 13}}, 'close': {'day': 3, 'hour': 20, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 13}}}, {'open': {'day': 4, 'hour': 7, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 14}}, 'close': {'day': 4, 'hour': 20, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 14}}}, {'open': {'day': 5, 'hour': 7, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 15}}, 'close': {'day': 5, 'hour': 20, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 15}}}, {'open': {'day': 6, 'hour': 7, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 16}}, 'close': {'day': 6, 'hour': 20, 'minute': 0, 'date': {'year': 2024, 'month': 11, 'day': 16}}}], 'weekdayDescriptions': ['Monday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20098:00\u202fPM'], 'nextOpenTime': '2024-11-12T12:00:00Z'}",1,1,1,0,1,0,1,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}","{'freeStreetParking': True, 'paidStreetParking': True, 'valetParking': False}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True}",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,True,False,,True
ChIJx866qWZEwokRqDEZ0nKYmdY,McDonald's,40.5795745,-73.9750772,0.7346938775510203,1.0,0.5,fast_food_restaurant;sandwich_shop;hamburger_restaurant;breakfast_restaurant;coffee_shop;cafe;american_restaurant;food_store;restaurant;food;point_of_interest;store;establishment,"606 Neptune Ave, Brooklyn, NY 11224, USA",OPERATIONAL,"{'openNow': True, 'periods': [{'open': {'day': 2, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 12}}, 'close': {'day': 1, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 18}}}], 'weekdayDescriptions': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",1,1,1,0,1,1,1,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}","{'freeParkingLot': True, 'freeStreetParking': True, 'valetParking': False}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True}",1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,True,False,True,
ChIJx866qWZEwokRkO6NcAaDEuE,McDonald's,40.5771463,-73.98181500000001,0.7142857142857142,0.5953517987901942,0.5,fast_food_restaurant;sandwich_shop;hamburger_restaurant;breakfast_restaurant;coffee_shop;cafe;american_restaurant;food_store;restaurant;food;point_of_interest;store;establishment,"1403 Mermaid Ave, Brooklyn, NY 11224, USA",OPERATIONAL,"{'openNow': True, 'periods': [{'open': {'day': 2, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 12}}, 'close': {'day': 1, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 18}}}], 'weekdayDescriptions': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",1,1,1,0,1,1,1,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}","{'paidParkingLot': False, 'paidStreetParking': True, 'valetParking': False}","{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,True,False,True,
